YEAR	STATE	SUM	REGION
1944	ALABAMA	7086	South
1944	ALASKA	0	West
1944	ARIZONA	4495	West
1944	ARKANSAS	3669	South
1944	CALIFORNIA	53667	West
1944	COLORADO	6329	West
1944	CONNECTICUT	8775	Northeast
1944	DELAWARE	396	South
1944	DISTRICT OF COLUMBIA	2733	South
1944	FLORIDA	4594	South
1944	GEORGIA	5448	South
1944	HAWAII	0	West
1944	IDAHO	965	West
1944	ILLINOIS	18513	Midwest
1944	INDIANA	5130	Midwest
1944	IOWA	4635	Midwest
1944	KANSAS	9814	Midwest
1944	KENTUCKY	2277	South
1944	LOUISIANA	2609	South
1944	MAINE	4896	Northeast
1944	MARYLAND	13001	South
1944	MASSACHUSETTS	18168	Northeast
1944	MICHIGAN	25526	Midwest
1944	MINNESOTA	19464	Midwest
1944	MISSISSIPPI	0	South
1944	MISSOURI	5553	Midwest
1944	MONTANA	3381	West
1944	NEBRSKA	2265	Midwest
1944	NEVADA	374	West
1944	NEW HAMPSHIRE	576	Northeast
1944	NEW JERSEY	27387	Northeast
1944	NEW MEXICO	1601	West
1944	NEW YORK	42287	Northeast
1944	NORTH CAROLINA	23906	South
1944	NORTH DAKOTA	3441	Midwest
1944	OHIO	38596	Midwest
1944	OKLAHOMA	3409	South
1944	OREGON	2959	West
1944	PENNSYLVANIA	23641	Northeast
1944	RHODE ISLAND	4262	Northeast
1944	SOUTH CAROLINA	7067	South
1944	SOUTH DAKOTA	1463	Midwest
1944	TENNESSEE	5290	South
1944	TEXAS	37283	South
1944	UTAH	1215	West
1944	VERMONT	2361	Northeast
1944	VIRGINIA	15444	South
1944	WASHINGTON	5524	West
1944	WEST VIRGINIA	8484	South
1944	WISCONSIN	41957	Midwest
1944	WYOMING	1763	West
1945	ALABAMA	759	South
1945	ALASKA	0	West
1945	ARIZONA	558	West
1945	ARKANSAS	1226	South
1945	CALIFORNIA	31721	West
1945	COLORADO	1072	West
1945	CONNECTICUT	3012	Northeast
1945	DELAWARE	279	South
1945	DISTRICT OF COLUMBIA	348	South
1945	FLORIDA	977	South
1945	GEORGIA	860	South
1945	HAWAII	0	West
1945	IDAHO	1319	West
1945	ILLINOIS	7850	Midwest
1945	INDIANA	1148	Midwest
1945	IOWA	1417	Midwest
1945	KANSAS	1662	Midwest
1945	KENTUCKY	1588	South
1945	LOUISIANA	1002	South
1945	MAINE	492	Northeast
1945	MARYLAND	1833	South
1945	MASSACHUSETTS	7841	Northeast
1945	MICHIGAN	6637	Midwest
1945	MINNESOTA	1598	Midwest
1945	MISSISSIPPI	0	South
1945	MISSOURI	1063	Midwest
1945	MONTANA	837	West
1945	NEBRSKA	867	Midwest
1945	NEVADA	107	West
1945	NEW HAMPSHIRE	156	Northeast
1945	NEW JERSEY	3242	Northeast
1945	NEW MEXICO	365	West
1945	NEW YORK	6548	Northeast
1945	NORTH CAROLINA	2562	South
1945	NORTH DAKOTA	350	Midwest
1945	OHIO	3446	Midwest
1945	OKLAHOMA	1038	South
1945	OREGON	1956	West
1945	PENNSYLVANIA	11640	Northeast
1945	RHODE ISLAND	432	Northeast
1945	SOUTH CAROLINA	1528	South
1945	SOUTH DAKOTA	584	Midwest
1945	TENNESSEE	1897	South
1945	TEXAS	12892	South
1945	UTAH	4410	West
1945	VERMONT	568	Northeast
1945	VIRGINIA	2058	South
1945	WASHINGTON	6436	West
1945	WEST VIRGINIA	1361	South
1945	WISCONSIN	4903	Midwest
1945	WYOMING	377	West
1946	ALABAMA	3691	South
1946	ALASKA	0	West
1946	ARIZONA	3073	West
1946	ARKANSAS	3028	South
1946	CALIFORNIA	54981	West
1946	COLORADO	11943	West
1946	CONNECTICUT	7585	Northeast
1946	DELAWARE	596	South
1946	DISTRICT OF COLUMBIA	4190	South
1946	FLORIDA	2854	South
1946	GEORGIA	3798	South
1946	HAWAII	0	West
1946	IDAHO	2209	West
1946	ILLINOIS	24314	Midwest
1946	INDIANA	10848	Midwest
1946	IOWA	3960	Midwest
1946	KANSAS	11881	Midwest
1946	KENTUCKY	7445	South
1946	LOUISIANA	3230	South
1946	MAINE	4810	Northeast
1946	MARYLAND	10815	South
1946	MASSACHUSETTS	35880	Northeast
1946	MICHIGAN	36885	Midwest
1946	MINNESOTA	1226	Midwest
1946	MISSISSIPPI	0	South
1946	MISSOURI	6254	Midwest
1946	MONTANA	2174	West
1946	NEBRSKA	4970	Midwest
1946	NEVADA	181	West
1946	NEW HAMPSHIRE	1120	Northeast
1946	NEW JERSEY	51737	Northeast
1946	NEW MEXICO	1209	West
1946	NEW YORK	80500	Northeast
1946	NORTH CAROLINA	8346	South
1946	NORTH DAKOTA	233	Midwest
1946	OHIO	15059	Midwest
1946	OKLAHOMA	4022	South
1946	OREGON	6068	West
1946	PENNSYLVANIA	60330	Northeast
1946	RHODE ISLAND	1237	Northeast
1946	SOUTH CAROLINA	6936	South
1946	SOUTH DAKOTA	1116	Midwest
1946	TENNESSEE	4626	South
1946	TEXAS	29521	South
1946	UTAH	7942	West
1946	VERMONT	2938	Northeast
1946	VIRGINIA	12393	South
1946	WASHINGTON	11753	West
1946	WEST VIRGINIA	2568	South
1946	WISCONSIN	42237	Midwest
1946	WYOMING	1011	West
1947	ALABAMA	3745	South
1947	ALASKA	0	West
1947	ARIZONA	1467	West
1947	ARKANSAS	2399	South
1947	CALIFORNIA	7372	West
1947	COLORADO	1769	West
1947	CONNECTICUT	16030	Northeast
1947	DELAWARE	61	South
1947	DISTRICT OF COLUMBIA	534	South
1947	FLORIDA	1343	South
1947	GEORGIA	3352	South
1947	HAWAII	0	West
1947	IDAHO	268	West
1947	ILLINOIS	7630	Midwest
1947	INDIANA	2303	Midwest
1947	IOWA	4464	Midwest
1947	KANSAS	892	Midwest
1947	KENTUCKY	845	South
1947	LOUISIANA	1290	South
1947	MAINE	4311	Northeast
1947	MARYLAND	1145	South
1947	MASSACHUSETTS	11573	Northeast
1947	MICHIGAN	8995	Midwest
1947	MINNESOTA	8930	Midwest
1947	MISSISSIPPI	316	South
1947	MISSOURI	1291	Midwest
1947	MONTANA	4479	West
1947	NEBRSKA	474	Midwest
1947	NEVADA	28	West
1947	NEW HAMPSHIRE	310	Northeast
1947	NEW JERSEY	11578	Northeast
1947	NEW MEXICO	1320	West
1947	NEW YORK	15097	Northeast
1947	NORTH CAROLINA	4810	South
1947	NORTH DAKOTA	1366	Midwest
1947	OHIO	18451	Midwest
1947	OKLAHOMA	231	South
1947	OREGON	980	West
1947	PENNSYLVANIA	11561	Northeast
1947	RHODE ISLAND	3938	Northeast
1947	SOUTH CAROLINA	3225	South
1947	SOUTH DAKOTA	1312	Midwest
1947	TENNESSEE	1931	South
1947	TEXAS	8090	South
1947	UTAH	632	West
1947	VERMONT	4776	Northeast
1947	VIRGINIA	7753	South
1947	WASHINGTON	1413	West
1947	WEST VIRGINIA	2705	South
1947	WISCONSIN	12454	Midwest
1947	WYOMING	440	West
1948	ALABAMA	2051	South
1948	ALASKA	0	West
1948	ARIZONA	4302	West
1948	ARKANSAS	3802	South
1948	CALIFORNIA	49097	West
1948	COLORADO	9135	West
1948	CONNECTICUT	2832	Northeast
1948	DELAWARE	1040	South
1948	DISTRICT OF COLUMBIA	2563	South
1948	FLORIDA	3928	South
1948	GEORGIA	1233	South
1948	HAWAII	0	West
1948	IDAHO	1517	West
1948	ILLINOIS	36515	Midwest
1948	INDIANA	14213	Midwest
1948	IOWA	8958	Midwest
1948	KANSAS	1103	Midwest
1948	KENTUCKY	3605	South
1948	LOUISIANA	1496	South
1948	MAINE	2942	Northeast
1948	MARYLAND	9888	South
1948	MASSACHUSETTS	31548	Northeast
1948	MICHIGAN	34860	Midwest
1948	MINNESOTA	8212	Midwest
1948	MISSISSIPPI	1210	South
1948	MISSOURI	5775	Midwest
1948	MONTANA	1852	West
1948	NEBRSKA	3331	Midwest
1948	NEVADA	60	West
1948	NEW HAMPSHIRE	404	Northeast
1948	NEW JERSEY	34156	Northeast
1948	NEW MEXICO	1055	West
1948	NEW YORK	47977	Northeast
1948	NORTH CAROLINA	1035	South
1948	NORTH DAKOTA	1244	Midwest
1948	OHIO	22234	Midwest
1948	OKLAHOMA	1379	South
1948	OREGON	5165	West
1948	PENNSYLVANIA	31549	Northeast
1948	RHODE ISLAND	381	Northeast
1948	SOUTH CAROLINA	2409	South
1948	SOUTH DAKOTA	859	Midwest
1948	TENNESSEE	4102	South
1948	TEXAS	44525	South
1948	UTAH	5949	West
1948	VERMONT	1462	Northeast
1948	VIRGINIA	6135	South
1948	WASHINGTON	10876	West
1948	WEST VIRGINIA	5611	South
1948	WISCONSIN	30693	Midwest
1948	WYOMING	2167	West
1949	ALABAMA	11066	South
1949	ALASKA	0	West
1949	ARIZONA	3795	West
1949	ARKANSAS	12313	South
1949	CALIFORNIA	33161	West
1949	COLORADO	7221	West
1949	CONNECTICUT	19012	Northeast
1949	DELAWARE	741	South
1949	DISTRICT OF COLUMBIA	2248	South
1949	FLORIDA	3843	South
1949	GEORGIA	9599	South
1949	HAWAII	0	West
1949	IDAHO	2913	West
1949	ILLINOIS	5715	Midwest
1949	INDIANA	3964	Midwest
1949	IOWA	2243	Midwest
1949	KANSAS	16984	Midwest
1949	KENTUCKY	8393	South
1949	LOUISIANA	1359	South
1949	MAINE	10013	Northeast
1949	MARYLAND	17240	South
1949	MASSACHUSETTS	26401	Northeast
1949	MICHIGAN	19761	Midwest
1949	MINNESOTA	3359	Midwest
1949	MISSISSIPPI	2226	South
1949	MISSOURI	7910	Midwest
1949	MONTANA	3847	West
1949	NEBRSKA	2708	Midwest
1949	NEVADA	95	West
1949	NEW HAMPSHIRE	1229	Northeast
1949	NEW JERSEY	34473	Northeast
1949	NEW MEXICO	4324	West
1949	NEW YORK	52580	Northeast
1949	NORTH CAROLINA	17306	South
1949	NORTH DAKOTA	1468	Midwest
1949	OHIO	21389	Midwest
1949	OKLAHOMA	7453	South
1949	OREGON	9793	West
1949	PENNSYLVANIA	50284	Northeast
1949	RHODE ISLAND	4499	Northeast
1949	SOUTH CAROLINA	9193	South
1949	SOUTH DAKOTA	993	Midwest
1949	TENNESSEE	8179	South
1949	TEXAS	57133	South
1949	UTAH	3533	West
1949	VERMONT	6315	Northeast
1949	VIRGINIA	21377	South
1949	WASHINGTON	12644	West
1949	WEST VIRGINIA	3637	South
1949	WISCONSIN	39712	Midwest
1949	WYOMING	558	West
1950	ALABAMA	1556	South
1950	ALASKA	0	West
1950	ARIZONA	2389	West
1950	ARKANSAS	1739	South
1950	CALIFORNIA	14728	West
1950	COLORADO	5239	West
1950	CONNECTICUT	3980	Northeast
1950	DELAWARE	625	South
1950	DISTRICT OF COLUMBIA	1721	South
1950	FLORIDA	2344	South
1950	GEORGIA	2159	South
1950	HAWAII	66	West
1950	IDAHO	1912	West
1950	ILLINOIS	17507	Midwest
1950	INDIANA	6721	Midwest
1950	IOWA	10486	Midwest
1950	KANSAS	1785	Midwest
1950	KENTUCKY	4775	South
1950	LOUISIANA	770	South
1950	MAINE	973	Northeast
1950	MARYLAND	1454	South
1950	MASSACHUSETTS	12405	Northeast
1950	MICHIGAN	36859	Midwest
1950	MINNESOTA	3751	Midwest
1950	MISSISSIPPI	2165	South
1950	MISSOURI	2301	Midwest
1950	MONTANA	1780	West
1950	NEBRSKA	3653	Midwest
1950	NEVADA	110	West
1950	NEW HAMPSHIRE	183	Northeast
1950	NEW JERSEY	29313	Northeast
1950	NEW MEXICO	937	West
1950	NEW YORK	29924	Northeast
1950	NORTH CAROLINA	4836	South
1950	NORTH DAKOTA	394	Midwest
1950	OHIO	12911	Midwest
1950	OKLAHOMA	613	South
1950	OREGON	757	West
1950	PENNSYLVANIA	17382	Northeast
1950	RHODE ISLAND	241	Northeast
1950	SOUTH CAROLINA	1915	South
1950	SOUTH DAKOTA	672	Midwest
1950	TENNESSEE	3452	South
1950	TEXAS	13658	South
1950	UTAH	6119	West
1950	VERMONT	597	Northeast
1950	VIRGINIA	2832	South
1950	WASHINGTON	3404	West
1950	WEST VIRGINIA	5881	South
1950	WISCONSIN	18796	Midwest
1950	WYOMING	609	West
1951	ALABAMA	3158	South
1951	ALASKA	0	West
1951	ARIZONA	10609	West
1951	ARKANSAS	7625	South
1951	CALIFORNIA	61055	West
1951	COLORADO	12385	West
1951	CONNECTICUT	4612	Northeast
1951	DELAWARE	690	South
1951	DISTRICT OF COLUMBIA	1496	South
1951	FLORIDA	2270	South
1951	GEORGIA	7523	South
1951	HAWAII	4910	West
1951	IDAHO	2109	West
1951	ILLINOIS	16494	Midwest
1951	INDIANA	4178	Midwest
1951	IOWA	2716	Midwest
1951	KANSAS	11158	Midwest
1951	KENTUCKY	8558	South
1951	LOUISIANA	2180	South
1951	MAINE	1768	Northeast
1951	MARYLAND	6568	South
1951	MASSACHUSETTS	14499	Northeast
1951	MICHIGAN	14414	Midwest
1951	MINNESOTA	2810	Midwest
1951	MISSISSIPPI	1974	South
1951	MISSOURI	7571	Midwest
1951	MONTANA	2483	West
1951	NEBRSKA	549	Midwest
1951	NEVADA	288	West
1951	NEW HAMPSHIRE	1039	Northeast
1951	NEW JERSEY	19773	Northeast
1951	NEW MEXICO	2133	West
1951	NEW YORK	35827	Northeast
1951	NORTH CAROLINA	3353	South
1951	NORTH DAKOTA	2579	Midwest
1951	OHIO	23843	Midwest
1951	OKLAHOMA	7954	South
1951	OREGON	9613	West
1951	PENNSYLVANIA	31369	Northeast
1951	RHODE ISLAND	888	Northeast
1951	SOUTH CAROLINA	743	South
1951	SOUTH DAKOTA	699	Midwest
1951	TENNESSEE	2719	South
1951	TEXAS	65601	South
1951	UTAH	2340	West
1951	VERMONT	4275	Northeast
1951	VIRGINIA	14035	South
1951	WASHINGTON	17776	West
1951	WEST VIRGINIA	4509	South
1951	WISCONSIN	32948	Midwest
1951	WYOMING	2193	West
1952	ALABAMA	10797	South
1952	ALASKA	0	West
1952	ARIZONA	3576	West
1952	ARKANSAS	3470	South
1952	CALIFORNIA	39016	West
1952	COLORADO	5287	West
1952	CONNECTICUT	24540	Northeast
1952	DELAWARE	410	South
1952	DISTRICT OF COLUMBIA	2308	South
1952	FLORIDA	3478	South
1952	GEORGIA	8084	South
1952	HAWAII	0	West
1952	IDAHO	1156	West
1952	ILLINOIS	26386	Midwest
1952	INDIANA	7434	Midwest
1952	IOWA	3177	Midwest
1952	KANSAS	6454	Midwest
1952	KENTUCKY	10603	South
1952	LOUISIANA	681	South
1952	MAINE	9043	Northeast
1952	MARYLAND	8706	South
1952	MASSACHUSETTS	43721	Northeast
1952	MICHIGAN	27106	Midwest
1952	MINNESOTA	2942	Midwest
1952	MISSISSIPPI	1394	South
1952	MISSOURI	2426	Midwest
1952	MONTANA	3881	West
1952	NEBRSKA	2810	Midwest
1952	NEVADA	517	West
1952	NEW HAMPSHIRE	2398	Northeast
1952	NEW JERSEY	65744	Northeast
1952	NEW MEXICO	1553	West
1952	NEW YORK	76056	Northeast
1952	NORTH CAROLINA	3847	South
1952	NORTH DAKOTA	2633	Midwest
1952	OHIO	20528	Midwest
1952	OKLAHOMA	2046	South
1952	OREGON	3324	West
1952	PENNSYLVANIA	37656	Northeast
1952	RHODE ISLAND	5341	Northeast
1952	SOUTH CAROLINA	1786	South
1952	SOUTH DAKOTA	755	Midwest
1952	TENNESSEE	6725	South
1952	TEXAS	23560	South
1952	UTAH	4727	West
1952	VERMONT	5246	Northeast
1952	VIRGINIA	13200	South
1952	WASHINGTON	5973	West
1952	WEST VIRGINIA	5289	South
1952	WISCONSIN	39581	Midwest
1952	WYOMING	681	West
1953	ALABAMA	2869	South
1953	ALASKA	0	West
1953	ARIZONA	4988	West
1953	ARKANSAS	12948	South
1953	CALIFORNIA	53771	West
1953	COLORADO	9788	West
1953	CONNECTICUT	2168	Northeast
1953	DELAWARE	407	South
1953	DISTRICT OF COLUMBIA	357	South
1953	FLORIDA	1276	South
1953	GEORGIA	3078	South
1953	HAWAII	0	West
1953	IDAHO	1933	West
1953	ILLINOIS	15746	Midwest
1953	INDIANA	6799	Midwest
1953	IOWA	10879	Midwest
1953	KANSAS	14973	Midwest
1953	KENTUCKY	3907	South
1953	LOUISIANA	4469	South
1953	MAINE	1658	Northeast
1953	MARYLAND	2040	South
1953	MASSACHUSETTS	3281	Northeast
1953	MICHIGAN	22037	Midwest
1953	MINNESOTA	4156	Midwest
1953	MISSISSIPPI	2430	South
1953	MISSOURI	8799	Midwest
1953	MONTANA	3113	West
1953	NEBRSKA	2422	Midwest
1953	NEVADA	200	West
1953	NEW HAMPSHIRE	278	Northeast
1953	NEW JERSEY	4246	Northeast
1953	NEW MEXICO	5012	West
1953	NEW YORK	11516	Northeast
1953	NORTH CAROLINA	4757	South
1953	NORTH DAKOTA	1550	Midwest
1953	OHIO	27058	Midwest
1953	OKLAHOMA	3777	South
1953	OREGON	8936	West
1953	PENNSYLVANIA	15586	Northeast
1953	RHODE ISLAND	505	Northeast
1953	SOUTH CAROLINA	1949	South
1953	SOUTH DAKOTA	446	Midwest
1953	TENNESSEE	2814	South
1953	TEXAS	73840	South
1953	UTAH	5730	West
1953	VERMONT	565	Northeast
1953	VIRGINIA	4943	South
1953	WASHINGTON	11667	West
1953	WEST VIRGINIA	5972	South
1953	WISCONSIN	40911	Midwest
1953	WYOMING	1443	West
1954	ALABAMA	8451	South
1954	ALASKA	1487	West
1954	ARIZONA	4959	West
1954	ARKANSAS	2619	South
1954	CALIFORNIA	60293	West
1954	COLORADO	1906	West
1954	CONNECTICUT	5026	Northeast
1954	DELAWARE	1942	South
1954	DISTRICT OF COLUMBIA	3032	South
1954	FLORIDA	10945	South
1954	GEORGIA	6773	South
1954	HAWAII	504	West
1954	IDAHO	4405	West
1954	ILLINOIS	33190	Midwest
1954	INDIANA	22049	Midwest
1954	IOWA	12530	Midwest
1954	KANSAS	1355	Midwest
1954	KENTUCKY	29774	South
1954	LOUISIANA	3028	South
1954	MAINE	5810	Northeast
1954	MARYLAND	11648	South
1954	MASSACHUSETTS	23325	Northeast
1954	MICHIGAN	40177	Midwest
1954	MINNESOTA	2893	Midwest
1954	MISSISSIPPI	3012	South
1954	MISSOURI	1541	Midwest
1954	MONTANA	4680	West
1954	NEBRSKA	2568	Midwest
1954	NEVADA	388	West
1954	NEW HAMPSHIRE	932	Northeast
1954	NEW JERSEY	23896	Northeast
1954	NEW MEXICO	2716	West
1954	NEW YORK	86718	Northeast
1954	NORTH CAROLINA	9472	South
1954	NORTH DAKOTA	2775	Midwest
1954	OHIO	28597	Midwest
1954	OKLAHOMA	3361	South
1954	OREGON	3973	West
1954	PENNSYLVANIA	38057	Northeast
1954	RHODE ISLAND	1825	Northeast
1954	SOUTH CAROLINA	5546	South
1954	SOUTH DAKOTA	809	Midwest
1954	TENNESSEE	13987	South
1954	TEXAS	75953	South
1954	UTAH	7829	West
1954	VERMONT	2866	Northeast
1954	VIRGINIA	23945	South
1954	WASHINGTON	21574	West
1954	WEST VIRGINIA	9755	South
1954	WISCONSIN	10448	Midwest
1954	WYOMING	1148	West
1955	ALABAMA	2125	South
1955	ALASKA	537	West
1955	ARIZONA	10107	West
1955	ARKANSAS	2994	South
1955	CALIFORNIA	67434	West
1955	COLORADO	4902	West
1955	CONNECTICUT	28902	Northeast
1955	DELAWARE	105	South
1955	DISTRICT OF COLUMBIA	453	South
1955	FLORIDA	1427	South
1955	GEORGIA	2478	South
1955	HAWAII	6395	West
1955	IDAHO	703	West
1955	ILLINOIS	13649	Midwest
1955	INDIANA	3769	Midwest
1955	IOWA	7679	Midwest
1955	KANSAS	3046	Midwest
1955	KENTUCKY	2213	South
1955	LOUISIANA	167	South
1955	MAINE	6636	Northeast
1955	MARYLAND	2290	South
1955	MASSACHUSETTS	46745	Northeast
1955	MICHIGAN	22520	Midwest
1955	MINNESOTA	7146	Midwest
1955	MISSISSIPPI	1499	South
1955	MISSOURI	3991	Midwest
1955	MONTANA	2861	West
1955	NEBRSKA	166	Midwest
1955	NEVADA	392	West
1955	NEW HAMPSHIRE	4631	Northeast
1955	NEW JERSEY	51559	Northeast
1955	NEW MEXICO	4881	West
1955	NEW YORK	38542	Northeast
1955	NORTH CAROLINA	1259	South
1955	NORTH DAKOTA	2508	Midwest
1955	OHIO	15356	Midwest
1955	OKLAHOMA	2976	South
1955	OREGON	4897	West
1955	PENNSYLVANIA	18647	Northeast
1955	RHODE ISLAND	5409	Northeast
1955	SOUTH CAROLINA	1173	South
1955	SOUTH DAKOTA	422	Midwest
1955	TENNESSEE	5876	South
1955	TEXAS	39466	South
1955	UTAH	791	West
1955	VERMONT	7106	Northeast
1955	VIRGINIA	4310	South
1955	WASHINGTON	11068	West
1955	WEST VIRGINIA	3839	South
1955	WISCONSIN	51103	Midwest
1955	WYOMING	555	West
1956	ALABAMA	7117	South
1956	ALASKA	2511	West
1956	ARIZONA	6785	West
1956	ARKANSAS	8637	South
1956	CALIFORNIA	32254	West
1956	COLORADO	14190	West
1956	CONNECTICUT	2697	Northeast
1956	DELAWARE	866	South
1956	DISTRICT OF COLUMBIA	1596	South
1956	FLORIDA	5149	South
1956	GEORGIA	4770	South
1956	HAWAII	5154	West
1956	IDAHO	1994	West
1956	ILLINOIS	42124	Midwest
1956	INDIANA	16415	Midwest
1956	IOWA	8309	Midwest
1956	KANSAS	4254	Midwest
1956	KENTUCKY	17687	South
1956	LOUISIANA	2112	South
1956	MAINE	1082	Northeast
1956	MARYLAND	8736	South
1956	MASSACHUSETTS	3522	Northeast
1956	MICHIGAN	40333	Midwest
1956	MINNESOTA	1320	Midwest
1956	MISSISSIPPI	2248	South
1956	MISSOURI	5200	Midwest
1956	MONTANA	6669	West
1956	NEBRSKA	2495	Midwest
1956	NEVADA	138	West
1956	NEW HAMPSHIRE	200	Northeast
1956	NEW JERSEY	19110	Northeast
1956	NEW MEXICO	3992	West
1956	NEW YORK	49716	Northeast
1956	NORTH CAROLINA	7705	South
1956	NORTH DAKOTA	2222	Midwest
1956	OHIO	43946	Midwest
1956	OKLAHOMA	10011	South
1956	OREGON	2293	West
1956	PENNSYLVANIA	43664	Northeast
1956	RHODE ISLAND	188	Northeast
1956	SOUTH CAROLINA	8576	South
1956	SOUTH DAKOTA	581	Midwest
1956	TENNESSEE	21071	South
1956	TEXAS	66685	South
1956	UTAH	2299	West
1956	VERMONT	1285	Northeast
1956	VIRGINIA	23616	South
1956	WASHINGTON	12842	West
1956	WEST VIRGINIA	10903	South
1956	WISCONSIN	26782	Midwest
1956	WYOMING	1999	West
1957	ALABAMA	9320	South
1957	ALASKA	958	West
1957	ARIZONA	7886	West
1957	ARKANSAS	1358	South
1957	CALIFORNIA	50403	West
1957	COLORADO	2887	West
1957	CONNECTICUT	9672	Northeast
1957	DELAWARE	333	South
1957	DISTRICT OF COLUMBIA	876	South
1957	FLORIDA	5262	South
1957	GEORGIA	5860	South
1957	HAWAII	5059	West
1957	IDAHO	3126	West
1957	ILLINOIS	9692	Midwest
1957	INDIANA	8167	Midwest
1957	IOWA	8984	Midwest
1957	KANSAS	13	Midwest
1957	KENTUCKY	16331	South
1957	LOUISIANA	1080	South
1957	MAINE	4516	Northeast
1957	MARYLAND	2289	South
1957	MASSACHUSETTS	10945	Northeast
1957	MICHIGAN	17777	Midwest
1957	MINNESOTA	7508	Midwest
1957	MISSISSIPPI	1283	South
1957	MISSOURI	4283	Midwest
1957	MONTANA	3526	West
1957	NEBRSKA	234	Midwest
1957	NEVADA	1540	West
1957	NEW HAMPSHIRE	395	Northeast
1957	NEW JERSEY	26279	Northeast
1957	NEW MEXICO	6330	West
1957	NEW YORK	38255	Northeast
1957	NORTH CAROLINA	1906	South
1957	NORTH DAKOTA	3851	Midwest
1957	OHIO	8181	Midwest
1957	OKLAHOMA	1508	South
1957	OREGON	15053	West
1957	PENNSYLVANIA	12826	Northeast
1957	RHODE ISLAND	618	Northeast
1957	SOUTH CAROLINA	5644	South
1957	SOUTH DAKOTA	543	Midwest
1957	TENNESSEE	15659	South
1957	TEXAS	42797	South
1957	UTAH	14454	West
1957	VERMONT	2863	Northeast
1957	VIRGINIA	4946	South
1957	WASHINGTON	16735	West
1957	WEST VIRGINIA	3411	South
1957	WISCONSIN	37181	Midwest
1957	WYOMING	218	West
1958	ALABAMA	7664	South
1958	ALASKA	1259	West
1958	ARIZONA	9845	West
1958	ARKANSAS	3002	South
1958	CALIFORNIA	35074	West
1958	COLORADO	9436	West
1958	CONNECTICUT	15792	Northeast
1958	DELAWARE	515	South
1958	DISTRICT OF COLUMBIA	1420	South
1958	FLORIDA	12347	South
1958	GEORGIA	6664	South
1958	HAWAII	575	West
1958	IDAHO	3824	West
1958	ILLINOIS	23045	Midwest
1958	INDIANA	18173	Midwest
1958	IOWA	12560	Midwest
1958	KANSAS	71	Midwest
1958	KENTUCKY	18348	South
1958	LOUISIANA	285	South
1958	MAINE	4367	Northeast
1958	MARYLAND	6287	South
1958	MASSACHUSETTS	35819	Northeast
1958	MICHIGAN	40667	Midwest
1958	MINNESOTA	1254	Midwest
1958	MISSISSIPPI	1408	South
1958	MISSOURI	3450	Midwest
1958	MONTANA	7096	West
1958	NEBRSKA	1505	Midwest
1958	NEVADA	198	West
1958	NEW HAMPSHIRE	2138	Northeast
1958	NEW JERSEY	25274	Northeast
1958	NEW MEXICO	8082	West
1958	NEW YORK	60457	Northeast
1958	NORTH CAROLINA	4103	South
1958	NORTH DAKOTA	4330	Midwest
1958	OHIO	30025	Midwest
1958	OKLAHOMA	7206	South
1958	OREGON	9088	West
1958	PENNSYLVANIA	33968	Northeast
1958	RHODE ISLAND	4263	Northeast
1958	SOUTH CAROLINA	10879	South
1958	SOUTH DAKOTA	121	Midwest
1958	TENNESSEE	27544	South
1958	TEXAS	82299	South
1958	UTAH	3877	West
1958	VERMONT	2087	Northeast
1958	VIRGINIA	21533	South
1958	WASHINGTON	10654	West
1958	WEST VIRGINIA	12125	South
1958	WISCONSIN	64000	Midwest
1958	WYOMING	1365	West
1959	ALABAMA	3467	South
1959	ALASKA	1829	West
1959	ARIZONA	9067	West
1959	ARKANSAS	816	South
1959	CALIFORNIA	38951	West
1959	COLORADO	7037	West
1959	CONNECTICUT	13030	Northeast
1959	DELAWARE	616	South
1959	DISTRICT OF COLUMBIA	397	South
1959	FLORIDA	3592	South
1959	GEORGIA	445	South
1959	HAWAII	3686	West
1959	IDAHO	1624	West
1959	ILLINOIS	9611	Midwest
1959	INDIANA	4595	Midwest
1959	IOWA	11468	Midwest
1959	KANSAS	0	Midwest
1959	KENTUCKY	6647	South
1959	LOUISIANA	68	South
1959	MAINE	2588	Northeast
1959	MARYLAND	2333	South
1959	MASSACHUSETTS	6305	Northeast
1959	MICHIGAN	11469	Midwest
1959	MINNESOTA	2694	Midwest
1959	MISSISSIPPI	1421	South
1959	MISSOURI	3605	Midwest
1959	MONTANA	4185	West
1959	NEBRSKA	410	Midwest
1959	NEVADA	614	West
1959	NEW HAMPSHIRE	456	Northeast
1959	NEW JERSEY	30207	Northeast
1959	NEW MEXICO	4448	West
1959	NEW YORK	23392	Northeast
1959	NORTH CAROLINA	3260	South
1959	NORTH DAKOTA	5559	Midwest
1959	OHIO	12029	Midwest
1959	OKLAHOMA	668	South
1959	OREGON	7815	West
1959	PENNSYLVANIA	27808	Northeast
1959	RHODE ISLAND	308	Northeast
1959	SOUTH CAROLINA	1946	South
1959	SOUTH DAKOTA	861	Midwest
1959	TENNESSEE	9720	South
1959	TEXAS	33917	South
1959	UTAH	5837	West
1959	VERMONT	2034	Northeast
1959	VIRGINIA	13801	South
1959	WASHINGTON	14457	West
1959	WEST VIRGINIA	7538	South
1959	WISCONSIN	14972	Midwest
1959	WYOMING	900	West
1960	ALABAMA	2075	South
1960	ALASKA	1456	West
1960	ARIZONA	4305	West
1960	ARKANSAS	1596	South
