YEAR	STATE	SUM	REGION
1960	CALIFORNIA	22222	West
1960	COLORADO	6806	West
1960	CONNECTICUT	11057	Northeast
1960	DELAWARE	956	South
1960	DISTRICT OF COLUMBIA	1210	South
1960	FLORIDA	3723	South
1960	GEORGIA	217	South
1960	HAWAII	5322	West
1960	IDAHO	2831	West
1960	ILLINOIS	22656	Midwest
1960	INDIANA	10427	Midwest
1960	IOWA	1764	Midwest
1960	KANSAS	0	Midwest
1960	KENTUCKY	10734	South
1960	LOUISIANA	244	South
1960	MAINE	4027	Northeast
1960	MARYLAND	3251	South
1960	MASSACHUSETTS	21703	Northeast
1960	MICHIGAN	35379	Midwest
1960	MINNESOTA	4325	Midwest
1960	MISSISSIPPI	1665	South
1960	MISSOURI	751	Midwest
1960	MONTANA	2132	West
1960	NEBRSKA	210	Midwest
1960	NEVADA	765	West
1960	NEW HAMPSHIRE	1135	Northeast
1960	NEW JERSEY	10697	Northeast
1960	NEW MEXICO	65	West
1960	NEW YORK	46685	Northeast
1960	NORTH CAROLINA	1239	South
1960	NORTH DAKOTA	2476	Midwest
1960	OHIO	18605	Midwest
1960	OKLAHOMA	1208	South
1960	OREGON	11074	West
1960	PENNSYLVANIA	6767	Northeast
1960	RHODE ISLAND	1948	Northeast
1960	SOUTH CAROLINA	1284	South
1960	SOUTH DAKOTA	120	Midwest
1960	TENNESSEE	19158	South
1960	TEXAS	49678	South
1960	UTAH	4966	West
1960	VERMONT	3475	Northeast
1960	VIRGINIA	7396	South
1960	WASHINGTON	13023	West
1960	WEST VIRGINIA	3528	South
1960	WISCONSIN	43191	Midwest
1960	WYOMING	694	West
1961	ALABAMA	2588	South
1961	ALASKA	1002	West
1961	ARIZONA	7868	West
1961	ARKANSAS	1684	South
1961	CALIFORNIA	36853	West
1961	COLORADO	3879	West
1961	CONNECTICUT	6768	Northeast
1961	DELAWARE	1698	South
1961	DISTRICT OF COLUMBIA	366	South
1961	FLORIDA	6695	South
1961	GEORGIA	413	South
1961	HAWAII	195	West
1961	IDAHO	1927	West
1961	ILLINOIS	16108	Midwest
1961	INDIANA	5898	Midwest
1961	IOWA	5306	Midwest
1961	KANSAS	0	Midwest
1961	KENTUCKY	11259	South
1961	LOUISIANA	41	South
1961	MAINE	2777	Northeast
1961	MARYLAND	4137	South
1961	MASSACHUSETTS	21735	Northeast
1961	MICHIGAN	27580	Midwest
1961	MINNESOTA	714	Midwest
1961	MISSISSIPPI	1520	South
1961	MISSOURI	4441	Midwest
1961	MONTANA	2270	West
1961	NEBRSKA	639	Midwest
1961	NEVADA	623	West
1961	NEW HAMPSHIRE	1450	Northeast
1961	NEW JERSEY	18391	Northeast
1961	NEW MEXICO	20	West
1961	NEW YORK	35367	Northeast
1961	NORTH CAROLINA	5162	South
1961	NORTH DAKOTA	2814	Midwest
1961	OHIO	20569	Midwest
1961	OKLAHOMA	598	South
1961	OREGON	5755	West
1961	PENNSYLVANIA	25758	Northeast
1961	RHODE ISLAND	6573	Northeast
1961	SOUTH CAROLINA	3292	South
1961	SOUTH DAKOTA	151	Midwest
1961	TENNESSEE	14600	South
1961	TEXAS	16111	South
1961	UTAH	1681	West
1961	VERMONT	1154	Northeast
1961	VIRGINIA	11709	South
1961	WASHINGTON	8685	West
1961	WEST VIRGINIA	7842	South
1961	WISCONSIN	37401	Midwest
1961	WYOMING	484	West
1962	ALABAMA	2379	South
1962	ALASKA	1406	West
1962	ARIZONA	6350	West
1962	ARKANSAS	1438	South
1962	CALIFORNIA	28140	West
1962	COLORADO	9001	West
1962	CONNECTICUT	17790	Northeast
1962	DELAWARE	607	South
1962	DISTRICT OF COLUMBIA	703	South
1962	FLORIDA	4154	South
1962	GEORGIA	418	South
1962	HAWAII	2649	West
1962	IDAHO	1620	West
1962	ILLINOIS	16795	Midwest
1962	INDIANA	7661	Midwest
1962	IOWA	10825	Midwest
1962	KANSAS	0	Midwest
1962	KENTUCKY	6229	South
1962	LOUISIANA	230	South
1962	MAINE	7137	Northeast
1962	MARYLAND	3154	South
1962	MASSACHUSETTS	26910	Northeast
1962	MICHIGAN	25303	Midwest
1962	MINNESOTA	1667	Midwest
1962	MISSISSIPPI	2670	South
1962	MISSOURI	1382	Midwest
1962	MONTANA	8246	West
1962	NEBRSKA	119	Midwest
1962	NEVADA	674	West
1962	NEW HAMPSHIRE	1034	Northeast
1962	NEW JERSEY	32528	Northeast
1962	NEW MEXICO	0	West
1962	NEW YORK	47224	Northeast
1962	NORTH CAROLINA	907	South
1962	NORTH DAKOTA	3715	Midwest
1962	OHIO	11763	Midwest
1962	OKLAHOMA	2099	South
1962	OREGON	13929	West
1962	PENNSYLVANIA	9437	Northeast
1962	RHODE ISLAND	3301	Northeast
1962	SOUTH CAROLINA	930	South
1962	SOUTH DAKOTA	453	Midwest
1962	TENNESSEE	24474	South
1962	TEXAS	66915	South
1962	UTAH	4125	West
1962	VERMONT	2037	Northeast
1962	VIRGINIA	9660	South
1962	WASHINGTON	20714	West
1962	WEST VIRGINIA	9970	South
1962	WISCONSIN	14793	Midwest
1962	WYOMING	476	West
1963	ALABAMA	1165	South
1963	ALASKA	1849	West
1963	ARIZONA	8878	West
1963	ARKANSAS	1453	South
1963	CALIFORNIA	20028	West
1963	COLORADO	6298	West
1963	CONNECTICUT	5859	Northeast
1963	DELAWARE	1201	South
1963	DISTRICT OF COLUMBIA	221	South
1963	FLORIDA	3754	South
1963	GEORGIA	200	South
1963	HAWAII	3559	West
1963	IDAHO	3910	West
1963	ILLINOIS	10247	Midwest
1963	INDIANA	5871	Midwest
1963	IOWA	7693	Midwest
1963	KANSAS	0	Midwest
1963	KENTUCKY	8819	South
1963	LOUISIANA	143	South
1963	MAINE	482	Northeast
1963	MARYLAND	2034	South
1963	MASSACHUSETTS	4495	Northeast
1963	MICHIGAN	41632	Midwest
1963	MINNESOTA	2710	Midwest
1963	MISSISSIPPI	671	South
1963	MISSOURI	2812	Midwest
1963	MONTANA	3391	West
1963	NEBRSKA	234	Midwest
1963	NEVADA	269	West
1963	NEW HAMPSHIRE	42	Northeast
1963	NEW JERSEY	10490	Northeast
1963	NEW MEXICO	0	West
1963	NEW YORK	18799	Northeast
1963	NORTH CAROLINA	1449	South
1963	NORTH DAKOTA	4366	Midwest
1963	OHIO	14646	Midwest
1963	OKLAHOMA	346	South
1963	OREGON	4787	West
1963	PENNSYLVANIA	12122	Northeast
1963	RHODE ISLAND	1223	Northeast
1963	SOUTH CAROLINA	2356	South
1963	SOUTH DAKOTA	89	Midwest
1963	TENNESSEE	6825	South
1963	TEXAS	16697	South
1963	UTAH	3080	West
1963	VERMONT	1611	Northeast
1963	VIRGINIA	7377	South
1963	WASHINGTON	4933	West
1963	WEST VIRGINIA	12505	South
1963	WISCONSIN	58107	Midwest
1963	WYOMING	329	West
1964	ALABAMA	18118	South
1964	ALASKA	1157	West
1964	ARIZONA	6310	West
1964	ARKANSAS	1106	South
1964	CALIFORNIA	32650	West
1964	COLORADO	3240	West
1964	CONNECTICUT	5289	Northeast
1964	DELAWARE	394	South
1964	DISTRICT OF COLUMBIA	344	South
1964	FLORIDA	7028	South
1964	GEORGIA	211	South
1964	HAWAII	862	West
1964	IDAHO	2286	West
1964	ILLINOIS	15801	Midwest
1964	INDIANA	22281	Midwest
1964	IOWA	22512	Midwest
1964	KANSAS	0	Midwest
1964	KENTUCKY	15076	South
1964	LOUISIANA	117	South
1964	MAINE	3713	Northeast
1964	MARYLAND	3125	South
1964	MASSACHUSETTS	7407	Northeast
1964	MICHIGAN	29023	Midwest
1964	MINNESOTA	345	Midwest
1964	MISSISSIPPI	5859	South
1964	MISSOURI	1074	Midwest
1964	MONTANA	4092	West
1964	NEBRSKA	810	Midwest
1964	NEVADA	996	West
1964	NEW HAMPSHIRE	893	Northeast
1964	NEW JERSEY	11744	Northeast
1964	NEW MEXICO	1118	West
1964	NEW YORK	27599	Northeast
1964	NORTH CAROLINA	1265	South
1964	NORTH DAKOTA	5278	Midwest
1964	OHIO	19266	Midwest
1964	OKLAHOMA	1038	South
1964	OREGON	8553	West
1964	PENNSYLVANIA	11736	Northeast
1964	RHODE ISLAND	2472	Northeast
1964	SOUTH CAROLINA	4001	South
1964	SOUTH DAKOTA	69	Midwest
1964	TENNESSEE	23734	South
1964	TEXAS	39353	South
1964	UTAH	2550	West
1964	VERMONT	2381	Northeast
1964	VIRGINIA	11973	South
1964	WASHINGTON	19978	West
1964	WEST VIRGINIA	9321	South
1964	WISCONSIN	15425	Midwest
1964	WYOMING	286	West
1965	ALABAMA	2346	South
1965	ALASKA	215	West
1965	ARIZONA	1593	West
1965	ARKANSAS	1195	South
1965	CALIFORNIA	13864	West
1965	COLORADO	6009	West
1965	CONNECTICUT	9222	Northeast
1965	DELAWARE	519	South
1965	DISTRICT OF COLUMBIA	157	South
1965	FLORIDA	3708	South
1965	GEORGIA	655	South
1965	HAWAII	4054	West
1965	IDAHO	3119	West
1965	ILLINOIS	4565	Midwest
1965	INDIANA	2366	Midwest
1965	IOWA	9309	Midwest
1965	KANSAS	0	Midwest
1965	KENTUCKY	3802	South
1965	LOUISIANA	134	South
1965	MAINE	2949	Northeast
1965	MARYLAND	1279	South
1965	MASSACHUSETTS	19505	Northeast
1965	MICHIGAN	28161	Midwest
1965	MINNESOTA	950	Midwest
1965	MISSISSIPPI	1150	South
1965	MISSOURI	2688	Midwest
1965	MONTANA	3928	West
1965	NEBRSKA	470	Midwest
1965	NEVADA	225	West
1965	NEW HAMPSHIRE	372	Northeast
1965	NEW JERSEY	4140	Northeast
1965	NEW MEXICO	694	West
1965	NEW YORK	9296	Northeast
1965	NORTH CAROLINA	419	South
1965	NORTH DAKOTA	4045	Midwest
1965	OHIO	9277	Midwest
1965	OKLAHOMA	244	South
1965	OREGON	3520	West
1965	PENNSYLVANIA	6644	Northeast
1965	RHODE ISLAND	3972	Northeast
1965	SOUTH CAROLINA	1262	South
1965	SOUTH DAKOTA	116	Midwest
1965	TENNESSEE	9043	South
1965	TEXAS	29509	South
1965	UTAH	4422	West
1965	VERMONT	1457	Northeast
1965	VIRGINIA	4117	South
1965	WASHINGTON	7587	West
1965	WEST VIRGINIA	14872	South
1965	WISCONSIN	20407	Midwest
1965	WYOMING	751	West
1966	ALABAMA	1813	South
1966	ALASKA	641	West
1966	ARIZONA	5438	West
1966	ARKANSAS	1377	South
1966	CALIFORNIA	15197	West
1966	COLORADO	1445	West
1966	CONNECTICUT	944	Northeast
1966	DELAWARE	264	South
1966	DISTRICT OF COLUMBIA	390	South
1966	FLORIDA	3931	South
1966	GEORGIA	244	South
1966	HAWAII	145	West
1966	IDAHO	1701	West
1966	ILLINOIS	11521	Midwest
1966	INDIANA	5817	Midwest
1966	IOWA	5453	Midwest
1966	KANSAS	0	Midwest
1966	KENTUCKY	4852	South
1966	LOUISIANA	107	South
1966	MAINE	297	Northeast
1966	MARYLAND	2133	South
1966	MASSACHUSETTS	831	Northeast
1966	MICHIGAN	14984	Midwest
1966	MINNESOTA	1683	Midwest
1966	MISSISSIPPI	1280	South
1966	MISSOURI	568	Midwest
1966	MONTANA	1928	West
1966	NEBRSKA	169	Midwest
1966	NEVADA	64	West
1966	NEW HAMPSHIRE	79	Northeast
1966	NEW JERSEY	2015	Northeast
1966	NEW MEXICO	1272	West
1966	NEW YORK	10894	Northeast
1966	NORTH CAROLINA	778	South
1966	NORTH DAKOTA	1376	Midwest
1966	OHIO	6503	Midwest
1966	OKLAHOMA	620	South
1966	OREGON	2499	West
1966	PENNSYLVANIA	5499	Northeast
1966	RHODE ISLAND	88	Northeast
1966	SOUTH CAROLINA	663	South
1966	SOUTH DAKOTA	40	Midwest
1966	TENNESSEE	12718	South
1966	TEXAS	25178	South
1966	UTAH	688	West
1966	VERMONT	327	Northeast
1966	VIRGINIA	2256	South
1966	WASHINGTON	5096	West
1966	WEST VIRGINIA	5564	South
1966	WISCONSIN	31459	Midwest
1966	WYOMING	235	West
1967	ALABAMA	1346	South
1967	ALASKA	148	West
1967	ARIZONA	1022	West
1967	ARKANSAS	1269	South
1967	CALIFORNIA	5260	West
1967	COLORADO	1635	West
1967	CONNECTICUT	106	Northeast
1967	DELAWARE	56	South
1967	DISTRICT OF COLUMBIA	27	South
1967	FLORIDA	1806	South
1967	GEORGIA	42	South
1967	HAWAII	177	West
1967	IDAHO	413	West
1967	ILLINOIS	1306	Midwest
1967	INDIANA	678	Midwest
1967	IOWA	826	Midwest
1967	KANSAS	97	Midwest
1967	KENTUCKY	1486	South
1967	LOUISIANA	159	South
1967	MAINE	247	Northeast
1967	MARYLAND	182	South
1967	MASSACHUSETTS	416	Northeast
1967	MICHIGAN	1151	Midwest
1967	MINNESOTA	137	Midwest
1967	MISSISSIPPI	678	South
1967	MISSOURI	340	Midwest
1967	MONTANA	343	West
1967	NEBRSKA	532	Midwest
1967	NEVADA	269	West
1967	NEW HAMPSHIRE	27	Northeast
1967	NEW JERSEY	612	Northeast
1967	NEW MEXICO	612	West
1967	NEW YORK	1205	Northeast
1967	NORTH CAROLINA	943	South
1967	NORTH DAKOTA	896	Midwest
1967	OHIO	1220	Midwest
1967	OKLAHOMA	806	South
1967	OREGON	1717	West
1967	PENNSYLVANIA	792	Northeast
1967	RHODE ISLAND	62	Northeast
1967	SOUTH CAROLINA	517	South
1967	SOUTH DAKOTA	58	Midwest
1967	TENNESSEE	2068	South
1967	TEXAS	13283	South
1967	UTAH	385	West
1967	VERMONT	42	Northeast
1967	VIRGINIA	2346	South
1967	WASHINGTON	5679	West
1967	WEST VIRGINIA	1496	South
1967	WISCONSIN	2131	Midwest
1967	WYOMING	207	West
1968	ALABAMA	159	South
1968	ALASKA	11	West
1968	ARIZONA	245	West
1968	ARKANSAS	3	South
1968	CALIFORNIA	1648	West
1968	COLORADO	499	West
1968	CONNECTICUT	707	Northeast
1968	DELAWARE	24	South
1968	DISTRICT OF COLUMBIA	6	South
1968	FLORIDA	573	South
1968	GEORGIA	4	South
1968	HAWAII	37	West
1968	IDAHO	21	West
1968	ILLINOIS	1483	Midwest
1968	INDIANA	789	Midwest
1968	IOWA	183	Midwest
1968	KANSAS	21	Midwest
1968	KENTUCKY	141	South
1968	LOUISIANA	28	South
1968	MAINE	35	Northeast
1968	MARYLAND	104	South
1968	MASSACHUSETTS	552	Northeast
1968	MICHIGAN	351	Midwest
1968	MINNESOTA	19	Midwest
1968	MISSISSIPPI	241	South
1968	MISSOURI	32	Midwest
1968	MONTANA	68	West
1968	NEBRSKA	67	Midwest
1968	NEVADA	8	West
1968	NEW HAMPSHIRE	149	Northeast
1968	NEW JERSEY	682	Northeast
1968	NEW MEXICO	176	West
1968	NEW YORK	3799	Northeast
1968	NORTH CAROLINA	324	South
1968	NORTH DAKOTA	142	Midwest
1968	OHIO	334	Midwest
1968	OKLAHOMA	124	South
1968	OREGON	614	West
1968	PENNSYLVANIA	295	Northeast
1968	RHODE ISLAND	67	Northeast
1968	SOUTH CAROLINA	38	South
1968	SOUTH DAKOTA	4	Midwest
1968	TENNESSEE	65	South
1968	TEXAS	5146	South
1968	UTAH	21	West
1968	VERMONT	8	Northeast
1968	VIRGINIA	433	South
1968	WASHINGTON	598	West
1968	WEST VIRGINIA	362	South
1968	WISCONSIN	1384	Midwest
1968	WYOMING	55	West
1969	ALABAMA	12	South
1969	ALASKA	20	West
1969	ARIZONA	542	West
1969	ARKANSAS	29	South
1969	CALIFORNIA	898	West
1969	COLORADO	139	West
1969	CONNECTICUT	642	Northeast
1969	DELAWARE	506	South
1969	DISTRICT OF COLUMBIA	45	South
1969	FLORIDA	611	South
1969	GEORGIA	2	South
1969	HAWAII	53	West
1969	IDAHO	90	West
1969	ILLINOIS	1120	Midwest
1969	INDIANA	540	Midwest
1969	IOWA	279	Midwest
1969	KANSAS	9	Midwest
1969	KENTUCKY	71	South
1969	LOUISIANA	124	South
1969	MAINE	8	Northeast
1969	MARYLAND	99	South
1969	MASSACHUSETTS	371	Northeast
1969	MICHIGAN	389	Midwest
1969	MINNESOTA	27	Midwest
1969	MISSISSIPPI	23	South
1969	MISSOURI	74	Midwest
1969	MONTANA	119	West
1969	NEBRSKA	661	Midwest
1969	NEVADA	1	West
1969	NEW HAMPSHIRE	196	Northeast
1969	NEW JERSEY	955	Northeast
1969	NEW MEXICO	286	West
1969	NEW YORK	5520	Northeast
1969	NORTH CAROLINA	373	South
1969	NORTH DAKOTA	81	Midwest
1969	OHIO	565	Midwest
1969	OKLAHOMA	142	South
1969	OREGON	202	West
1969	PENNSYLVANIA	1251	Northeast
1969	RHODE ISLAND	27	Northeast
1969	SOUTH CAROLINA	136	South
1969	SOUTH DAKOTA	51	Midwest
1969	TENNESSEE	19	South
1969	TEXAS	4957	South
1969	UTAH	11	West
1969	VERMONT	3	Northeast
1969	VIRGINIA	934	South
1969	WASHINGTON	56	West
1969	WEST VIRGINIA	242	South
1969	WISCONSIN	671	Midwest
1969	WYOMING	8	West
1970	ALABAMA	487	South
1970	ALASKA	106	West
1970	ARIZONA	1006	West
1970	ARKANSAS	33	South
1970	CALIFORNIA	1949	West
1970	COLORADO	240	West
1970	CONNECTICUT	116	Northeast
1970	DELAWARE	268	South
1970	DISTRICT OF COLUMBIA	345	South
1970	FLORIDA	1445	South
1970	GEORGIA	18	South
1970	HAWAII	192	West
1970	IDAHO	98	West
1970	ILLINOIS	3293	Midwest
1970	INDIANA	287	Midwest
1970	IOWA	894	Midwest
1970	KANSAS	76	Midwest
1970	KENTUCKY	1070	South
1970	LOUISIANA	309	South
1970	MAINE	421	Northeast
1970	MARYLAND	1392	South
1970	MASSACHUSETTS	905	Northeast
1970	MICHIGAN	1819	Midwest
1970	MINNESOTA	49	Midwest
1970	MISSISSIPPI	138	South
1970	MISSOURI	779	Midwest
1970	MONTANA	114	West
1970	NEBRSKA	787	Midwest
1970	NEVADA	21	West
1970	NEW HAMPSHIRE	64	Northeast
1970	NEW JERSEY	1710	Northeast
1970	NEW MEXICO	302	West
1970	NEW YORK	1568	Northeast
1970	NORTH CAROLINA	1013	South
1970	NORTH DAKOTA	321	Midwest
1970	OHIO	4044	Midwest
1970	OKLAHOMA	802	South
1970	OREGON	455	West
1970	PENNSYLVANIA	2098	Northeast
1970	RHODE ISLAND	110	Northeast
1970	SOUTH CAROLINA	638	South
1970	SOUTH DAKOTA	106	Midwest
1970	TENNESSEE	546	South
1970	TEXAS	8327	South
1970	UTAH	39	West
1970	VERMONT	9	Northeast
1970	VIRGINIA	2466	South
1970	WASHINGTON	678	West
1970	WEST VIRGINIA	349	South
1970	WISCONSIN	1384	Midwest
1970	WYOMING	11	West
1971	ALABAMA	1955	South
1971	ALASKA	63	West
1971	ARIZONA	509	West
1971	ARKANSAS	442	South
1971	CALIFORNIA	2864	West
1971	COLORADO	894	West
1971	CONNECTICUT	1194	Northeast
1971	DELAWARE	42	South
1971	DISTRICT OF COLUMBIA	16	South
1971	FLORIDA	2316	South
1971	GEORGIA	1135	South
1971	HAWAII	489	West
1971	IDAHO	274	West
1971	ILLINOIS	3268	Midwest
1971	INDIANA	3086	Midwest
1971	IOWA	2712	Midwest
1971	KANSAS	1409	Midwest
1971	KENTUCKY	3717	South
1971	LOUISIANA	1587	South
1971	MAINE	1244	Northeast
1971	MARYLAND	556	South
1971	MASSACHUSETTS	466	Northeast
1971	MICHIGAN	2605	Midwest
1971	MINNESOTA	79	Midwest
1971	MISSISSIPPI	1542	South
1971	MISSOURI	2038	Midwest
1971	MONTANA	812	West
1971	NEBRSKA	74	Midwest
1971	NEVADA	7	West
1971	NEW HAMPSHIRE	208	Northeast
1971	NEW JERSEY	1276	Northeast
1971	NEW MEXICO	402	West
1971	NEW YORK	4384	Northeast
1971	NORTH CAROLINA	1900	South
1971	NORTH DAKOTA	228	Midwest
1971	OHIO	3984	Midwest
1971	OKLAHOMA	666	South
1971	OREGON	350	West
1971	PENNSYLVANIA	1855	Northeast
1971	RHODE ISLAND	241	Northeast
1971	SOUTH CAROLINA	892	South
1971	SOUTH DAKOTA	212	Midwest
1971	TENNESSEE	1013	South
1971	TEXAS	9101	South
1971	UTAH	341	West
1971	VERMONT	123	Northeast
1971	VIRGINIA	1563	South
1971	WASHINGTON	1142	West
1971	WEST VIRGINIA	575	South
1971	WISCONSIN	3942	Midwest
1971	WYOMING	85	West
1972	ALABAMA	143	South
1972	ALASKA	13	West
1972	ARIZONA	868	West
1972	ARKANSAS	13	South
1972	CALIFORNIA	3222	West
1972	COLORADO	522	West
1972	CONNECTICUT	1536	Northeast
1972	DELAWARE	56	South
1972	DISTRICT OF COLUMBIA	2	South
1972	FLORIDA	1396	South
1972	GEORGIA	176	South
1972	HAWAII	96	West
1972	IDAHO	110	West
1972	ILLINOIS	4524	Midwest
1972	INDIANA	1271	Midwest
1972	IOWA	955	Midwest
1972	KANSAS	39	Midwest
1972	KENTUCKY	485	South
1972	LOUISIANA	123	South
1972	MAINE	219	Northeast
1972	MARYLAND	13	South
1972	MASSACHUSETTS	1270	Northeast
1972	MICHIGAN	2337	Midwest
1972	MINNESOTA	26	Midwest
1972	MISSISSIPPI	212	South
1972	MISSOURI	179	Midwest
1972	MONTANA	17	West
1972	NEBRSKA	24	Midwest
1972	NEVADA	1	West
1972	NEW HAMPSHIRE	793	Northeast
1972	NEW JERSEY	415	Northeast
1972	NEW MEXICO	134	West
1972	NEW YORK	655	Northeast
1972	NORTH CAROLINA	37	South
1972	NORTH DAKOTA	60	Midwest
1972	OHIO	298	Midwest
1972	OKLAHOMA	13	South
1972	OREGON	202	West
1972	PENNSYLVANIA	67	Northeast
1972	RHODE ISLAND	510	Northeast
1972	SOUTH CAROLINA	211	South
1972	SOUTH DAKOTA	12	Midwest
1972	TENNESSEE	195	South
1972	TEXAS	1582	South
1972	UTAH	160	West
1972	VERMONT	80	Northeast
1972	VIRGINIA	77	South
1972	WASHINGTON	987	West
1972	WEST VIRGINIA	279	South
1972	WISCONSIN	3455	Midwest
1972	WYOMING	51	West
1973	ALABAMA	15	South
1973	ALASKA	5	West
1973	ARIZONA	26	West
1973	ARKANSAS	77	South
1973	CALIFORNIA	804	West
1973	COLORADO	166	West
1973	CONNECTICUT	1819	Northeast
1973	DELAWARE	10	South
1973	DISTRICT OF COLUMBIA	10	South
1973	FLORIDA	393	South
1973	GEORGIA	51	South
1973	HAWAII	30	West
1973	IDAHO	256	West
1973	ILLINOIS	2195	Midwest
1973	INDIANA	712	Midwest
1973	IOWA	292	Midwest
1973	KANSAS	27	Midwest
1973	KENTUCKY	422	South
1973	LOUISIANA	90	South
1973	MAINE	57	Northeast
1973	MARYLAND	14	South
1973	MASSACHUSETTS	3993	Northeast
1973	MICHIGAN	4254	Midwest
1973	MINNESOTA	24	Midwest
1973	MISSISSIPPI	65	South
1973	MISSOURI	56	Midwest
1973	MONTANA	358	West
1973	NEBRSKA	6	Midwest
1973	NEVADA	1	West
1973	NEW HAMPSHIRE	737	Northeast
1973	NEW JERSEY	740	Northeast
1973	NEW MEXICO	158	West
1973	NEW YORK	1772	Northeast
1973	NORTH CAROLINA	6	South
1973	NORTH DAKOTA	71	Midwest
1973	OHIO	403	Midwest
1973	OKLAHOMA	66	South
1973	OREGON	446	West
1973	PENNSYLVANIA	404	Northeast
1973	RHODE ISLAND	647	Northeast
1973	SOUTH CAROLINA	79	South
1973	SOUTH DAKOTA	3	Midwest
1973	TENNESSEE	165	South
1973	TEXAS	500	South
1973	UTAH	129	West
1973	VERMONT	121	Northeast
1973	VIRGINIA	435	South
1973	WASHINGTON	888	West
1973	WEST VIRGINIA	226	South
1973	WISCONSIN	1361	Midwest
1973	WYOMING	72	West
1974	ALABAMA	21	South
1974	ALASKA	1	West
1974	ARIZONA	21	West
1974	ARKANSAS	14	South
1974	CALIFORNIA	1103	West
1974	COLORADO	158	West
1974	CONNECTICUT	174	Northeast
1974	DELAWARE	16	South
1974	DISTRICT OF COLUMBIA	1	South
1974	FLORIDA	228	South
1974	GEORGIA	3	South
1974	HAWAII	63	West
1974	IDAHO	54	West
1974	ILLINOIS	2118	Midwest
1974	INDIANA	258	Midwest
1974	IOWA	133	Midwest
1974	KANSAS	188	Midwest
1974	KENTUCKY	190	South
1974	LOUISIANA	14	South
1974	MAINE	37	Northeast
1974	MARYLAND	24	South
1974	MASSACHUSETTS	409	Northeast
1974	MICHIGAN	2288	Midwest
1974	MINNESOTA	85	Midwest
1974	MISSISSIPPI	15	South
1974	MISSOURI	265	Midwest
1974	MONTANA	346	West
1974	NEBRSKA	94	Midwest
1974	NEVADA	166	West
1974	NEW HAMPSHIRE	168	Northeast
1974	NEW JERSEY	5505	Northeast
1974	NEW MEXICO	62	West
1974	NEW YORK	1416	Northeast
1974	NORTH CAROLINA	6	South
1974	NORTH DAKOTA	37	Midwest
1974	OHIO	2952	Midwest
1974	OKLAHOMA	29	South
1974	OREGON	24	West
1974	PENNSYLVANIA	921	Northeast
1974	RHODE ISLAND	62	Northeast
1974	SOUTH CAROLINA	58	South
1974	SOUTH DAKOTA	28	Midwest
1974	TENNESSEE	56	South
1974	TEXAS	179	South
1974	UTAH	15	West
1974	VERMONT	57	Northeast
1974	VIRGINIA	43	South
1974	WASHINGTON	79	West
1974	WEST VIRGINIA	234	South
1974	WISCONSIN	637	Midwest
1974	WYOMING	17	West
1975	ALABAMA	5	South
1975	ALASKA	0	West
1975	ARIZONA	83	West
1975	ARKANSAS	2	South
1975	CALIFORNIA	5217	West
1975	COLORADO	1170	West
1975	CONNECTICUT	129	Northeast
1975	DELAWARE	35	South
1975	DISTRICT OF COLUMBIA	2	South
1975	FLORIDA	82	South
1975	GEORGIA	40	South
1975	HAWAII	65	West
1975	IDAHO	20	West
1975	ILLINOIS	1867	Midwest
1975	INDIANA	519	Midwest
1975	IOWA	700	Midwest
1975	KANSAS	2147	Midwest
1975	KENTUCKY	158	South
1975	LOUISIANA	3	South
1975	MAINE	16	Northeast
1975	MARYLAND	64	South
1975	MASSACHUSETTS	157	Northeast
1975	MICHIGAN	3219	Midwest
1975	MINNESOTA	231	Midwest
1975	MISSISSIPPI	36	South
1975	MISSOURI	263	Midwest
1975	MONTANA	53	West
1975	NEBRSKA	396	Midwest
1975	NEVADA	28	West
1975	NEW HAMPSHIRE	20	Northeast
1975	NEW JERSEY	480	Northeast
1975	NEW MEXICO	108	West
1975	NEW YORK	1221	Northeast
1975	NORTH CAROLINA	3	South
1975	NORTH DAKOTA	852	Midwest
1975	OHIO	114	Midwest
1975	OKLAHOMA	271	South
1975	OREGON	201	West
1975	PENNSYLVANIA	564	Northeast
1975	RHODE ISLAND	5	Northeast
1975	SOUTH CAROLINA	17	South
1975	SOUTH DAKOTA	356	Midwest
1975	TENNESSEE	178	South
1975	TEXAS	281	South
1975	UTAH	355	West
1975	VERMONT	74	Northeast
1975	VIRGINIA	43	South
1975	WASHINGTON	300	West
1975	WEST VIRGINIA	220	South
1975	WISCONSIN	1472	Midwest
1975	WYOMING	3	West
1976	ALABAMA	0	South
1976	ALASKA	11	West
1976	ARIZONA	243	West
1976	ARKANSAS	20	South
1976	CALIFORNIA	2324	West
1976	COLORADO	450	West
1976	CONNECTICUT	237	Northeast
1976	DELAWARE	111	South
1976	DISTRICT OF COLUMBIA	13	South
1976	FLORIDA	337	South
1976	GEORGIA	5	South
1976	HAWAII	11	West
1976	IDAHO	1982	West
1976	ILLINOIS	2032	Midwest
1976	INDIANA	4337	Midwest
1976	IOWA	42	Midwest
1976	KANSAS	747	Midwest
1976	KENTUCKY	782	South
1976	LOUISIANA	314	South
1976	MAINE	10	Northeast
1976	MARYLAND	829	South
1976	MASSACHUSETTS	43	Northeast
1976	MICHIGAN	6021	Midwest
1976	MINNESOTA	430	Midwest
1976	MISSISSIPPI	18	South
1976	MISSOURI	234	Midwest
1976	MONTANA	507	West
